核销ID,订单ID,老人ID,核销时间,核销方式,操作人
V004403,O004403,E0022,2026-05-15 12:52,人脸识别,系统
V004404,O004404,E0252,2026-01-02 11:57,人脸识别,系统
V004405,O004405,E0059,2025-12-27 07:54,人脸识别,系统
V004406,O004406,E0066,2026-01-18 17:13,人脸识别,系统
V004407,O004407,E0068,2026-05-27 13:48,刷卡,系统
V004408,O004408,E0178,2026-04-22 18:10,刷卡,系统
V004409,O004409,E0065,2026-03-18 12:55,刷卡,系统
V004410,O004410,E0023,2026-05-29 17:00,人脸识别,系统
V004411,O004411,E0173,2026-02-06 12:00,刷卡,系统
V004412,O004412,E0120,2025-12-11 13:51,人脸识别,系统
V004413,O004413,E0056,2025-12-19 13:14,人脸识别,系统
V004414,O004414,E0241,2025-12-25 13:01,人脸识别,系统
V004415,O004415,E0145,2026-03-14 17:11,刷卡,系统
V004416,O004416,E0211,2026-02-14 12:44,人脸识别,系统
V004417,O004417,E0267,2025-12-02 13:56,刷卡,系统
V004418,O004418,E0163,2026-03-16 12:41,刷卡,系统
V004419,O004419,E0112,2026-05-02 19:01,人脸识别,系统
V004420,O004420,E0056,2026-01-02 07:22,手工核销,操作员5
V004421,O004421,E0220,2026-01-06 08:33,手工核销,操作员4
V004422,O004422,E0160,2026-03-02 17:16,刷卡,系统
V004423,O004423,E0119,2026-04-03 06:40,人脸识别,系统
V004424,O004424,E0268,2026-01-12 07:13,人脸识别,系统
V004425,O004425,E0059,2026-04-05 11:10,人脸识别,系统
V004426,O004426,E0129,2025-12-09 12:19,人脸识别,系统
V004427,O004427,E0100,2025-12-14 12:43,刷卡,系统
V004428,O004428,E0291,2026-04-10 11:06,人脸识别,系统
V004429,O004429,E0086,2026-02-07 19:00,人脸识别,系统
V004430,O004430,E0056,2025-12-26 19:55,人脸识别,系统
V004431,O004431,E0088,2026-04-06 18:47,人脸识别,系统
V004432,O004432,E0111,2026-01-22 12:14,手工核销,操作员1
V004433,O004433,E0037,2026-01-10 07:44,刷卡,系统
V004434,O004434,E0027,2026-02-20 19:37,刷卡,系统
V004435,O004435,E0250,2025-12-23 07:33,人脸识别,系统
V004436,O004436,E0246,2025-12-21 17:08,刷卡,系统
V004437,O004437,E0170,2026-03-31 08:00,刷卡,系统
V004438,O004438,E0272,2026-01-08 18:08,人脸识别,系统
V004439,O004439,E0100,2026-04-30 18:41,刷卡,系统
V004440,O004440,E0045,2026-02-07 11:01,手工核销,操作员4
V004441,O004441,E0063,2026-02-13 11:21,人脸识别,系统
V004442,O004442,E0033,2026-05-06 13:24,人脸识别,系统
V004443,O004443,E0089,2026-01-31 11:50,手工核销,操作员5
V004444,O004444,E0231,2026-05-30 07:13,刷卡,系统
V004445,O004445,E0198,2026-01-14 13:34,刷卡,系统
V004446,O004446,E0060,2025-12-27 11:15,人脸识别,系统
V004447,O004447,E0202,2026-03-26 11:18,人脸识别,系统
V004448,O004448,E0263,2026-05-11 13:40,人脸识别,系统
V004449,O004449,E0144,2026-04-21 12:30,人脸识别,系统
V004450,O004450,E0026,2026-01-10 07:01,手工核销,操作员1
V004451,O004451,E0230,2026-03-16 17:31,刷卡,系统
V004452,O004452,E0217,2026-02-12 17:35,人脸识别,系统
V004453,O004453,E0174,2026-01-29 12:55,人脸识别,系统
V004454,O004454,E0184,2026-01-11 08:10,人脸识别,系统
V004455,O004455,E0111,2026-04-01 18:07,人脸识别,系统
V004456,O004456,E0087,2026-05-28 07:47,人脸识别,系统
V004457,O004457,E0095,2025-12-11 07:04,人脸识别,系统
V004458,O004458,E0250,2025-12-30 12:33,刷卡,系统
V004459,O004459,E0151,2026-04-26 12:31,人脸识别,系统
V004460,O004460,E0159,2026-03-28 08:46,人脸识别,系统
V004461,O004461,E0284,2026-02-03 17:05,人脸识别,系统
V004462,O004462,E0129,2026-01-16 11:07,手工核销,操作员5
V004463,O004463,E0235,2025-12-14 19:33,人脸识别,系统
V004464,O004464,E0194,2026-02-05 07:03,人脸识别,系统
V004465,O004465,E0100,2026-05-29 18:35,刷卡,系统
V004466,O004466,E0136,2026-03-19 15:43,刷卡,系统
V004467,O004467,E0113,2026-05-09 06:24,人脸识别,系统
V004468,O004468,E0277,2025-12-10 17:25,刷卡,系统
V004469,O004469,E0157,2026-04-03 18:32,人脸识别,系统
V004470,O004470,E0095,2025-12-17 06:08,人脸识别,系统
V004471,O004471,E0273,2026-05-17 18:46,人脸识别,系统
V004472,O004472,E0155,2026-04-22 12:07,人脸识别,系统
V004473,O004473,E0176,2025-12-07 18:16,刷卡,系统
V004474,O004474,E0069,2026-05-16 17:14,人脸识别,系统
V004475,O004475,E0133,2026-01-26 08:41,人脸识别,系统
V004476,O004476,E0148,2026-04-17 06:53,人脸识别,系统
V004477,O004477,E0232,2026-02-09 12:12,人脸识别,系统
V004478,O004478,E0113,2026-03-07 19:42,人脸识别,系统
V004479,O004479,E0252,2025-12-17 11:47,人脸识别,系统
V004480,O004480,E0141,2026-02-14 11:57,人脸识别,系统
V004481,O004481,E0085,2025-12-17 08:46,人脸识别,系统
V004482,O004482,E0147,2026-03-21 17:49,刷卡,系统
V004483,O004483,E0032,2026-03-30 12:43,手工核销,操作员1
V004484,O004484,E0189,2026-04-23 18:02,刷卡,系统
V004485,O004485,E0080,2026-03-29 17:52,人脸识别,系统
V004486,O004486,E0017,2026-02-16 07:55,人脸识别,系统
V004487,O004487,E0113,2025-12-03 12:53,人脸识别,系统
V004488,O004488,E0285,2026-03-18 17:56,人脸识别,系统
V004489,O004489,E0129,2026-01-20 07:11,人脸识别,系统
V004490,O004490,E0241,2026-03-24 17:28,手工核销,操作员3
V004491,O004491,E0270,2026-03-04 19:58,刷卡,系统
V004492,O004492,E0071,2026-05-23 11:00,人脸识别,系统
V004493,O004493,E0098,2026-03-26 12:31,人脸识别,系统
V004494,O004494,E0209,2026-03-15 11:36,人脸识别,系统
V004495,O004495,E0153,2025-12-19 13:19,人脸识别,系统
V004496,O004496,E0288,2026-05-03 06:07,人脸识别,系统
V004497,O004497,E0083,2026-02-14 13:36,人脸识别,系统
V004498,O004498,E0264,2026-05-08 13:30,人脸识别,系统
V004499,O004499,E0098,2026-02-19 12:30,刷卡,系统
V004500,O004500,E0273,2026-02-10 11:24,人脸识别,系统
V004501,O004501,E0048,2026-04-26 18:49,人脸识别,系统
V004502,O004502,E0240,2026-04-22 13:39,人脸识别,系统
V004503,O004503,E0209,2026-03-21 12:44,人脸识别,系统
V004504,O004504,E0214,2026-01-27 19:48,人脸识别,系统
V004505,O004505,E0074,2025-12-07 13:07,人脸识别,系统
V004506,O004506,E0036,2026-05-07 18:29,刷卡,系统
V004507,O004507,E0294,2026-01-17 06:29,人脸识别,系统
V004508,O004508,E0163,2026-01-25 18:56,手工核销,操作员3
V004509,O004509,E0119,2026-01-11 12:26,刷卡,系统
V004510,O004510,E0086,2025-12-24 18:34,人脸识别,系统
V004511,O004511,E0065,2026-03-20 19:49,刷卡,系统
V004512,O004512,E0273,2026-01-21 12:43,刷卡,系统
V004513,O004513,E0070,2026-05-20 12:12,人脸识别,系统
V004514,O004514,E0029,2026-01-03 19:20,人脸识别,系统
V004515,O004515,E0290,2025-12-24 08:08,人脸识别,系统
V004516,O004516,E0038,2026-02-06 18:23,手工核销,操作员2
V004517,O004517,E0003,2026-04-18 06:47,人脸识别,系统
V004518,O004518,E0082,2026-04-20 18:32,手工核销,操作员1
V004519,O004519,E0184,2026-01-19 11:00,人脸识别,系统
V004520,O004520,E0101,2026-02-20 12:07,刷卡,系统
V004521,O004521,E0069,2025-12-19 08:02,刷卡,系统
V004522,O004522,E0291,2026-01-13 12:13,人脸识别,系统
V004523,O004523,E0255,2026-05-10 12:13,人脸识别,系统
V004524,O004524,E0232,2026-05-15 13:48,人脸识别,系统
V004525,O004525,E0089,2025-12-03 06:57,人脸识别,系统
V004526,O004526,E0294,2026-03-23 17:32,手工核销,操作员1
V004527,O004527,E0285,2026-02-03 06:03,人脸识别,系统
V004528,O004528,E0159,2026-05-12 17:37,手工核销,操作员5
V004529,O004529,E0090,2026-05-13 13:24,人脸识别,系统
V004530,O004530,E0093,2026-05-15 12:46,人脸识别,系统
V004531,O004531,E0013,2026-01-08 17:52,刷卡,系统
V004532,O004532,E0141,2026-05-02 11:12,刷卡,系统
V004533,O004533,E0213,2026-02-02 12:54,刷卡,系统
V004534,O004534,E0040,2026-03-14 06:40,人脸识别,系统
V004535,O004535,E0138,2025-12-13 13:52,手工核销,操作员3
V004536,O004536,E0290,2025-12-11 08:38,人脸识别,系统
V004537,O004537,E0240,2026-02-08 07:24,人脸识别,系统
V004538,O004538,E0063,2026-02-13 07:37,人脸识别,系统
V004539,O004539,E0179,2025-12-01 11:08,刷卡,系统
V004540,O004540,E0154,2026-03-08 12:37,人脸识别,系统
V004541,O004541,E0113,2026-03-14 13:42,人脸识别,系统
V004542,O004542,E0278,2026-03-26 11:37,人脸识别,系统
V004543,O004543,E0054,2026-04-16 08:34,人脸识别,系统
V004544,O004544,E0230,2026-05-13 12:52,刷卡,系统
V004545,O004545,E0131,2026-03-23 13:28,人脸识别,系统
V004546,O004546,E0278,2026-03-13 13:54,人脸识别,系统
V004547,O004547,E0179,2026-01-06 19:49,刷卡,系统
V004548,O004548,E0046,2025-12-15 13:13,人脸识别,系统
V004549,O004549,E0093,2026-03-18 11:37,刷卡,系统
V004550,O004550,E0251,2025-12-24 12:33,刷卡,系统
V004551,O004551,E0173,2026-04-27 11:24,人脸识别,系统
V004552,O004552,E0058,2025-12-04 17:41,人脸识别,系统
V004553,O004553,E0163,2025-12-28 17:27,手工核销,操作员4
V004554,O004554,E0060,2026-03-18 12:50,刷卡,系统
V004555,O004555,E0185,2025-12-09 18:29,人脸识别,系统
V004556,O004556,E0072,2026-05-13 13:54,刷卡,系统
V004557,O004557,E0065,2026-05-11 11:38,人脸识别,系统
V004558,O004558,E0037,2026-01-01 07:36,人脸识别,系统
V004559,O004559,E0193,2026-02-04 11:46,刷卡,系统
V004560,O004560,E0211,2026-03-10 19:41,人脸识别,系统
V004561,O004561,E0003,2026-05-02 17:01,人脸识别,系统
V004562,O004562,E0185,2026-05-28 13:20,人脸识别,系统
V004563,O004563,E0300,2026-05-22 11:33,人脸识别,系统
V004564,O004564,E0057,2026-05-03 11:18,人脸识别,系统
V004565,O004565,E0293,2025-12-21 17:39,刷卡,系统
V004566,O004566,E0086,2026-02-20 11:37,刷卡,系统
V004567,O004567,E0190,2026-05-28 12:30,刷卡,系统
V004568,O004568,E0300,2025-12-24 13:25,人脸识别,系统
V004569,O004569,E0079,2025-12-17 19:11,人脸识别,系统
V004570,O004570,E0136,2026-03-02 19:29,手工核销,操作员5
V004571,O004571,E0262,2025-12-12 08:25,刷卡,系统
V004572,O004572,E0082,2026-04-18 08:47,刷卡,系统
V004573,O004573,E0208,2026-05-04 17:30,人脸识别,系统
V004574,O004574,E0207,2025-12-23 18:47,人脸识别,系统
V004575,O004575,E0005,2026-05-10 11:14,人脸识别,系统
V004576,O004576,E0228,2026-03-02 13:09,人脸识别,系统
V004577,O004577,E0197,2025-12-14 17:35,手工核销,操作员1
V004578,O004578,E0049,2026-05-19 18:39,人脸识别,系统
V004579,O004579,E0139,2026-04-02 18:25,刷卡,系统
V004580,O004580,E0154,2026-05-06 12:08,刷卡,系统
V004581,O004581,E0160,2026-01-03 19:52,人脸识别,系统
V004582,O004582,E0149,2025-12-14 06:16,人脸识别,系统
V004583,O004583,E0033,2026-01-26 19:05,人脸识别,系统
V004584,O004584,E0089,2025-12-03 08:56,人脸识别,系统
V004585,O004585,E0200,2025-12-06 12:21,人脸识别,系统
V004586,O004586,E0059,2026-01-17 11:15,人脸识别,系统
V004587,O004587,E0032,2026-03-12 19:21,人脸识别,系统
V004588,O004588,E0257,2026-03-30 12:52,刷卡,系统
V004589,O004589,E0139,2025-12-13 08:38,人脸识别,系统
V004590,O004590,E0081,2026-01-05 17:51,手工核销,操作员1
V004591,O004591,E0083,2026-02-08 11:03,刷卡,系统
V004592,O004592,E0172,2026-01-02 12:03,刷卡,系统
V004593,O004593,E0214,2026-03-15 17:08,人脸识别,系统
V004594,O004594,E0284,2026-01-26 12:13,人脸识别,系统
V004595,O004595,E0226,2026-01-24 19:41,人脸识别,系统
V004596,O004596,E0038,2026-03-17 13:50,刷卡,系统
V004597,O004597,E0126,2026-04-20 17:25,人脸识别,系统
V004598,O004598,E0001,2026-01-20 17:02,人脸识别,系统
V004599,O004599,E0208,2026-03-02 11:31,手工核销,操作员2
V004600,O004600,E0199,2026-01-22 17:10,人脸识别,系统
V004601,O004601,E0193,2026-01-05 13:50,刷卡,系统
V004602,O004602,E0286,2026-04-12 19:02,人脸识别,系统
V004603,O004603,E0125,2026-03-29 17:12,人脸识别,系统
V004604,O004604,E0036,2025-12-25 12:43,人脸识别,系统
V004605,O004605,E0261,2026-02-19 13:12,刷卡,系统
V004606,O004606,E0102,2026-01-06 17:55,刷卡,系统
V004607,O004607,E0271,2025-12-19 08:56,人脸识别,系统
V004608,O004608,E0192,2026-01-04 13:23,刷卡,系统
V004609,O004609,E0268,2026-03-17 11:19,人脸识别,系统
V004610,O004610,E0143,2026-05-11 06:09,手工核销,操作员3
V004611,O004611,E0071,2026-01-23 18:22,手工核销,操作员3
V004612,O004612,E0282,2025-12-24 11:51,刷卡,系统
V004613,O004613,E0218,2025-12-06 11:41,刷卡,系统
V004614,O004614,E0138,2026-04-08 19:32,人脸识别,系统
V004615,O004615,E0057,2026-01-03 11:54,手工核销,操作员1
V004616,O004616,E0233,2026-01-25 13:34,人脸识别,系统
V004617,O004617,E0069,2026-03-07 18:13,人脸识别,系统
V004618,O004618,E0211,2025-12-26 18:52,人脸识别,系统
V004619,O004619,E0259,2026-05-19 18:15,人脸识别,系统
V004620,O004620,E0014,2026-03-01 07:29,人脸识别,系统
V004621,O004621,E0217,2026-01-07 06:18,人脸识别,系统
V004622,O004622,E0047,2025-12-17 13:32,人脸识别,系统
V004623,O004623,E0040,2026-01-28 07:40,刷卡,系统
V004624,O004624,E0154,2026-04-06 11:01,刷卡,系统
V004625,O004625,E0072,2025-12-24 12:49,刷卡,系统
V004626,O004626,E0263,2026-03-21 11:37,手工核销,操作员5
V004627,O004627,E0107,2025-12-21 11:48,人脸识别,系统
V004628,O004628,E0133,2026-01-29 12:07,人脸识别,系统
V004629,O004629,E0151,2026-02-28 12:19,人脸识别,系统
V004630,O004630,E0223,2026-04-27 07:02,刷卡,系统
V004631,O004631,E0036,2025-12-06 11:20,人脸识别,系统
V004632,O004632,E0071,2025-12-10 12:55,刷卡,系统
V004633,O004633,E0204,2025-12-25 17:00,人脸识别,系统
V004634,O004634,E0089,2026-03-07 18:20,刷卡,系统
V004635,O004635,E0043,2025-12-11 17:56,手工核销,操作员4
V004636,O004636,E0003,2026-02-18 12:49,刷卡,系统
V004637,O004637,E0044,2025-12-17 06:07,刷卡,系统
V004638,O004638,E0169,2026-04-17 06:01,人脸识别,系统
V004639,O004639,E0106,2026-04-19 17:22,人脸识别,系统
V004640,O004640,E0100,2026-02-21 13:40,刷卡,系统
V004641,O004641,E0049,2026-01-09 13:52,人脸识别,系统
V004642,O004642,E0046,2025-12-20 06:10,手工核销,操作员1
V004643,O004643,E0051,2026-05-17 08:15,人脸识别,系统
V004644,O004644,E0077,2026-02-12 18:08,人脸识别,系统
V004645,O004645,E0141,2026-02-12 13:48,刷卡,系统
V004646,O004646,E0167,2026-01-19 11:31,刷卡,系统
V004647,O004647,E0137,2025-12-10 08:46,刷卡,系统
V004648,O004648,E0126,2026-03-13 11:38,刷卡,系统
V004649,O004649,E0010,2025-12-29 17:35,人脸识别,系统
V004650,O004650,E0070,2026-04-11 11:22,刷卡,系统
V004651,O004651,E0263,2026-04-08 17:46,人脸识别,系统
V004652,O004652,E0277,2026-01-12 11:48,刷卡,系统
V004653,O004653,E0246,2026-02-21 12:54,手工核销,操作员2
V004654,O004654,E0113,2026-04-12 18:54,人脸识别,系统
V004655,O004655,E0017,2026-03-14 17:29,刷卡,系统
V004656,O004656,E0254,2026-01-03 12:09,刷卡,系统
V004657,O004657,E0153,2025-12-11 08:30,手工核销,操作员2
V004658,O004658,E0110,2025-12-26 12:43,人脸识别,系统
V004659,O004659,E0295,2026-01-10 08:25,人脸识别,系统
V004660,O004660,E0195,2026-05-19 06:47,刷卡,系统
V004661,O004661,E0085,2025-12-13 13:38,人脸识别,系统
V004662,O004662,E0074,2025-12-22 12:41,刷卡,系统
V004663,O004663,E0123,2026-05-23 18:29,人脸识别,系统
V004664,O004664,E0108,2026-05-11 06:01,刷卡,系统
V004665,O004665,E0073,2026-04-11 18:28,人脸识别,系统
V004666,O004666,E0177,2025-12-28 17:53,人脸识别,系统
V004667,O004667,E0294,2026-02-21 17:31,人脸识别,系统
V004668,O004668,E0047,2025-12-10 19:43,人脸识别,系统
V004669,O004669,E0292,2026-05-13 18:50,手工核销,操作员4
V004670,O004670,E0180,2026-03-17 18:58,刷卡,系统
V004671,O004671,E0152,2025-12-13 11:37,刷卡,系统
V004672,O004672,E0146,2026-03-24 11:20,人脸识别,系统
V004673,O004673,E0291,2026-03-16 17:26,人脸识别,系统
V004674,O004674,E0267,2025-12-19 12:51,刷卡,系统
V004675,O004675,E0014,2026-03-07 08:23,人脸识别,系统
V004676,O004676,E0170,2025-12-14 18:33,人脸识别,系统
V004677,O004677,E0093,2026-02-18 12:22,人脸识别,系统
V004678,O004678,E0220,2026-03-30 17:51,刷卡,系统
V004679,O004679,E0036,2026-05-09 07:13,刷卡,系统
V004680,O004680,E0265,2026-05-27 11:38,刷卡,系统
V004681,O004681,E0097,2026-05-04 11:04,人脸识别,系统
V004682,O004682,E0227,2025-12-20 17:52,人脸识别,系统
V004683,O004683,E0217,2025-12-03 08:08,手工核销,操作员1
V004684,O004684,E0026,2025-12-04 19:44,刷卡,系统
V004685,O004685,E0044,2026-04-14 07:46,人脸识别,系统
V004686,O004686,E0284,2026-04-10 08:36,人脸识别,系统
V004687,O004687,E0118,2026-02-19 13:07,手工核销,操作员5
V004688,O004688,E0269,2026-03-21 11:06,刷卡,系统
V004689,O004689,E0283,2026-01-28 12:29,人脸识别,系统
V004690,O004690,E0202,2026-02-12 06:11,人脸识别,系统
V004691,O004691,E0247,2026-04-08 11:19,刷卡,系统
V004692,O004692,E0118,2026-05-05 15:28,刷卡,系统
V004693,O004693,E0027,2026-01-28 18:55,人脸识别,系统
V004694,O004694,E0025,2025-12-01 06:54,人脸识别,系统
V004695,O004695,E0169,2026-05-30 13:11,刷卡,系统
V004696,O004696,E0049,2026-04-17 11:19,人脸识别,系统
V004697,O004697,E0191,2026-03-13 18:21,人脸识别,系统
V004698,O004698,E0104,2026-04-10 18:45,刷卡,系统
V004699,O004699,E0084,2026-04-14 18:22,人脸识别,系统
V004700,O004700,E0160,2025-12-09 08:47,人脸识别,系统
V004701,O004701,E0276,2026-03-09 17:44,人脸识别,系统
V004702,O004702,E0090,2026-04-20 18:25,人脸识别,系统
V004703,O004703,E0230,2026-05-17 19:44,人脸识别,系统
V004704,O004704,E0021,2026-03-24 13:46,人脸识别,系统
V004705,O004705,E0254,2026-01-31 17:42,刷卡,系统
V004706,O004706,E0265,2026-01-31 11:27,人脸识别,系统
V004707,O004707,E0157,2025-12-10 13:54,人脸识别,系统
V004708,O004708,E0169,2026-02-25 11:39,刷卡,系统
V004709,O004709,E0244,2025-12-11 11:08,人脸识别,系统
V004710,O004710,E0181,2026-01-31 11:04,刷卡,系统
V004711,O004711,E0175,2026-02-15 13:01,人脸识别,系统
V004712,O004712,E0187,2026-03-14 18:41,刷卡,系统
V004713,O004713,E0117,2026-01-25 13:27,人脸识别,系统
V004714,O004714,E0178,2026-03-20 13:12,人脸识别,系统
V004715,O004715,E0013,2026-01-18 17:14,刷卡,系统
V004716,O004716,E0209,2025-12-16 17:52,人脸识别,系统
V004717,O004717,E0183,2025-12-03 13:13,手工核销,操作员5
V004718,O004718,E0007,2026-03-26 08:42,刷卡,系统
V004719,O004719,E0298,2026-03-03 18:45,人脸识别,系统
V004720,O004720,E0245,2026-04-16 07:38,人脸识别,系统
V004721,O004721,E0008,2025-12-08 07:13,人脸识别,系统
V004722,O004722,E0169,2026-02-26 12:02,人脸识别,系统
V004723,O004723,E0145,2026-05-12 13:09,人脸识别,系统
V004724,O004724,E0298,2026-01-08 07:52,人脸识别,系统
V004725,O004725,E0061,2026-03-24 15:37,刷卡,系统
V004726,O004726,E0177,2026-02-15 17:05,人脸识别,系统
V004727,O004727,E0082,2026-02-25 12:19,人脸识别,系统
V004728,O004728,E0282,2025-12-18 07:34,刷卡,系统
V004729,O004729,E0256,2026-03-24 18:47,人脸识别,系统
V004730,O004730,E0187,2026-01-25 13:42,人脸识别,系统
V004731,O004731,E0155,2026-05-25 11:19,人脸识别,系统
V004732,O004732,E0067,2026-04-17 12:48,人脸识别,系统
V004733,O004733,E0202,2026-01-10 12:55,手工核销,操作员2
V004734,O004734,E0132,2026-03-14 11:43,刷卡,系统
V004735,O004735,E0171,2026-03-09 18:02,人脸识别,系统
V004736,O004736,E0278,2026-01-28 12:03,刷卡,系统
V004737,O004737,E0140,2026-05-05 12:10,手工核销,操作员2
V004738,O004738,E0081,2026-04-01 18:40,人脸识别,系统
V004739,O004739,E0073,2026-03-30 19:30,刷卡,系统
V004740,O004740,E0257,2026-01-10 06:57,人脸识别,系统
V004741,O004741,E0020,2026-02-04 18:56,人脸识别,系统
V004742,O004742,E0090,2026-05-28 12:28,手工核销,操作员5
V004743,O004743,E0139,2026-01-31 12:37,人脸识别,系统
V004744,O004744,E0298,2026-05-07 11:19,刷卡,系统
V004745,O004745,E0253,2026-01-09 11:58,人脸识别,系统
