订单ID,老人ID,餐品ID,下单日期,餐次,餐品单价,补贴抵扣,自付金额,订单来源,订餐渠道,退餐原因
O004142,E0098,M009,2026-05-16,午餐,12,3.3,8.7,老人主动选择,电话订餐,
O004143,E0054,M011,2025-12-07,晚餐,10,6.7,3.3,食堂替换餐品,现场点餐,盐分过高
O004144,E0280,M022,2026-04-04,午餐,8,6.7,1.3,老人主动选择,小程序,
O004145,E0153,M015,2025-12-10,午餐,10,10.0,0.0,老人主动选择,小程序,
O004146,E0208,M009,2026-02-23,午餐,12,3.3,8.7,家属代订,小程序,
O004147,E0094,M029,2026-02-01,早餐,10,10.0,0.0,家属代订,现场点餐,
O004148,E0045,M011,2026-04-02,午餐,12,6.7,5.3,家属代订,小程序,
O004149,E0067,M026,2026-05-18,晚餐,15,3.3,11.7,食堂替换餐品,小程序,
O004150,E0036,M010,2026-02-27,晚餐,10,10.0,0.0,家属代订,现场点餐,
O004151,E0043,M002,2025-12-29,午餐,8,6.7,1.3,家属代订,小程序,
O004152,E0064,M022,2026-03-29,早餐,10,6.7,3.3,老人主动选择,电话订餐,
O004153,E0296,M014,2025-12-29,午餐,15,6.7,8.3,老人主动选择,现场点餐,
O004154,E0004,M004,2026-03-12,晚餐,15,3.3,11.7,老人主动选择,电话订餐,
O004155,E0104,M002,2026-01-14,早餐,15,6.7,8.3,家属代订,电话订餐,
O004156,E0102,M005,2026-03-27,晚餐,10,3.3,6.7,老人主动选择,小程序,
O004157,E0106,M014,2026-01-20,晚餐,15,3.3,11.7,老人主动选择,小程序,
O004158,E0282,M015,2025-12-06,午餐,15,3.3,11.7,老人主动选择,电话订餐,
O004159,E0271,M019,2026-01-23,午餐,10,3.3,6.7,食堂替换餐品,小程序,
O004160,E0069,M006,2026-02-10,晚餐,10,6.7,3.3,老人主动选择,现场点餐,
O004161,E0211,M027,2026-03-30,午餐,12,3.3,8.7,老人主动选择,小程序,
O004162,E0053,M015,2026-05-17,早餐,10,3.3,6.7,老人主动选择,电话订餐,
O004163,E0206,M014,2026-04-22,早餐,15,3.3,11.7,老人主动选择,小程序,
O004164,E0088,M008,2025-12-19,早餐,8,3.3,4.7,老人主动选择,现场点餐,
O004165,E0238,M020,2025-12-22,晚餐,15,3.3,11.7,老人主动选择,电话订餐,
O004166,E0117,M012,2025-12-16,午餐,15,6.7,8.3,老人主动选择,电话订餐,
O004167,E0065,M004,2026-05-20,午餐,15,3.3,11.7,家属代订,电话订餐,
O004168,E0217,M021,2026-05-08,晚餐,10,6.7,3.3,家属代订,小程序,
O004169,E0089,M006,2026-03-18,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O004170,E0018,M011,2025-12-06,晚餐,15,3.3,11.7,家属代订,小程序,送餐太晚
O004171,E0077,M023,2026-02-18,午餐,10,3.3,6.7,家属代订,电话订餐,
O004172,E0155,M022,2025-12-28,午餐,12,3.3,8.7,家属代订,小程序,
O004173,E0271,M007,2026-04-27,午餐,8,3.3,4.7,老人主动选择,小程序,
O004174,E0230,M025,2026-05-12,晚餐,8,3.3,4.7,老人主动选择,小程序,
O004175,E0052,M004,2025-12-09,晚餐,10,6.7,3.3,家属代订,小程序,
O004176,E0264,M026,2026-03-14,早餐,12,3.3,8.7,老人主动选择,小程序,
O004177,E0263,M015,2026-04-17,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O004178,E0073,M001,2026-01-14,晚餐,12,3.3,8.7,老人主动选择,电话订餐,
O004179,E0114,M009,2025-12-09,早餐,8,3.3,4.7,家属代订,社区代办,
O004180,E0288,M023,2026-04-22,早餐,10,6.7,3.3,老人主动选择,小程序,
O004181,E0091,M020,2025-12-22,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O004182,E0275,M026,2026-01-17,午餐,15,6.7,8.3,家属代订,现场点餐,
O004183,E0066,M008,2026-05-17,午餐,12,6.7,5.3,食堂替换餐品,电话订餐,
O004184,E0195,M012,2026-03-01,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O004185,E0040,M007,2026-03-01,午餐,10,6.7,3.3,老人主动选择,电话订餐,
O004186,E0147,M028,2026-02-12,午餐,10,3.3,6.7,家属代订,电话订餐,
O004187,E0147,M018,2026-01-13,早餐,8,3.3,4.7,老人主动选择,现场点餐,
O004188,E0173,M001,2026-05-23,午餐,10,6.7,3.3,家属代订,现场点餐,
O004189,E0163,M009,2026-04-13,午餐,12,6.7,5.3,家属代订,社区代办,
O004190,E0135,M007,2026-03-27,午餐,15,6.7,8.3,老人主动选择,社区代办,
O004191,E0236,M014,2025-12-24,晚餐,8,3.3,4.7,老人主动选择,电话订餐,
O004192,E0272,M026,2025-12-07,早餐,10,3.3,6.7,老人主动选择,小程序,
O004193,E0021,M001,2025-12-06,早餐,12,6.7,5.3,家属代订,小程序,过于油腻
O004194,E0095,M013,2026-03-28,早餐,12,6.7,5.3,老人主动选择,小程序,
O004195,E0017,M020,2026-05-10,午餐,8,8.0,0.0,老人主动选择,小程序,
O004196,E0094,M015,2026-02-23,晚餐,8,8.0,0.0,老人主动选择,小程序,
O004197,E0241,M005,2026-03-20,午餐,10,3.3,6.7,老人主动选择,小程序,
O004198,E0236,M005,2026-05-15,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O004199,E0038,M014,2026-05-21,午餐,15,3.3,11.7,老人主动选择,小程序,餐品不合口味
O004200,E0028,M014,2026-04-24,午餐,8,8.0,0.0,家属代订,电话订餐,
O004201,E0118,M014,2025-12-31,午餐,8,3.3,4.7,老人主动选择,小程序,
O004202,E0186,M005,2026-05-14,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O004203,E0113,M011,2026-04-18,早餐,15,13.3,1.7,家属代订,现场点餐,
O004204,E0164,M019,2026-04-12,晚餐,10,6.7,3.3,家属代订,小程序,过于油腻
O004205,E0121,M005,2026-02-02,午餐,15,6.7,8.3,家属代订,社区代办,
O004206,E0195,M004,2026-02-14,午餐,15,6.7,8.3,老人主动选择,小程序,
O004207,E0075,M015,2026-04-10,午餐,12,12.0,0.0,老人主动选择,现场点餐,
O004208,E0281,M021,2026-01-25,晚餐,8,8.0,0.0,家属代订,电话订餐,
O004209,E0083,M007,2026-02-01,早餐,8,3.3,4.7,食堂替换餐品,小程序,
O004210,E0142,M005,2026-03-15,早餐,8,3.3,4.7,食堂替换餐品,小程序,
O004211,E0124,M030,2026-01-07,午餐,10,6.7,3.3,家属代订,小程序,
O004212,E0006,M015,2025-12-22,午餐,8,3.3,4.7,老人主动选择,现场点餐,
O004213,E0221,M030,2026-04-09,午餐,15,13.3,1.7,家属代订,电话订餐,
O004214,E0262,M014,2025-12-02,晚餐,15,6.7,8.3,食堂替换餐品,小程序,
O004215,E0279,M024,2026-04-19,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O004216,E0187,M024,2026-01-09,晚餐,15,3.3,11.7,老人主动选择,小程序,
O004217,E0011,M003,2025-12-02,午餐,10,6.7,3.3,老人主动选择,小程序,
O004218,E0174,M005,2026-03-15,晚餐,8,3.3,4.7,老人主动选择,社区代办,
O004219,E0234,M012,2025-12-12,午餐,10,3.3,6.7,老人主动选择,电话订餐,
O004220,E0248,M020,2026-02-18,午餐,8,8.0,0.0,食堂替换餐品,小程序,
O004221,E0075,M014,2026-01-16,晚餐,10,10.0,0.0,食堂替换餐品,社区代办,
O004222,E0076,M030,2026-05-13,早餐,10,6.7,3.3,食堂替换餐品,小程序,健康原因退餐
O004223,E0030,M005,2026-04-11,晚餐,10,10.0,0.0,老人主动选择,小程序,
O004224,E0116,M024,2026-05-01,午餐,15,3.3,11.7,老人主动选择,小程序,
O004225,E0122,M004,2026-03-01,晚餐,10,3.3,6.7,家属代订,电话订餐,
O004226,E0148,M021,2026-03-11,午餐,12,6.7,5.3,老人主动选择,电话订餐,
O004227,E0023,M016,2026-04-09,晚餐,10,3.3,6.7,老人主动选择,小程序,
O004228,E0261,M007,2025-12-15,早餐,10,3.3,6.7,家属代订,现场点餐,
O004229,E0123,M003,2026-01-18,午餐,10,10.0,0.0,老人主动选择,现场点餐,
O004230,E0120,M029,2025-12-26,晚餐,10,6.7,3.3,老人主动选择,电话订餐,
O004231,E0262,M022,2026-01-04,晚餐,8,6.7,1.3,老人主动选择,现场点餐,
O004232,E0153,M025,2025-12-28,早餐,15,13.3,1.7,食堂替换餐品,小程序,重复下单
O004233,E0057,M027,2026-03-04,午餐,15,3.3,11.7,老人主动选择,小程序,
O004234,E0159,M004,2026-05-24,午餐,15,13.3,1.7,老人主动选择,现场点餐,
O004235,E0040,M020,2025-12-24,早餐,8,6.7,1.3,食堂替换餐品,小程序,
O004236,E0244,M022,2026-01-29,午餐,10,6.7,3.3,老人主动选择,小程序,
O004237,E0023,M006,2026-02-15,晚餐,10,3.3,6.7,老人主动选择,小程序,
O004238,E0226,M003,2026-01-17,午餐,15,6.7,8.3,家属代订,现场点餐,
O004239,E0165,M030,2025-12-16,午餐,12,12.0,0.0,老人主动选择,小程序,健康原因退餐
O004240,E0087,M001,2026-04-19,晚餐,10,3.3,6.7,老人主动选择,小程序,
O004241,E0034,M003,2025-12-23,早餐,10,10.0,0.0,食堂替换餐品,小程序,
O004242,E0042,M024,2026-05-06,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O004243,E0279,M008,2026-05-28,晚餐,8,6.7,1.3,家属代订,电话订餐,送餐太晚
O004244,E0173,M016,2026-04-07,晚餐,10,6.7,3.3,老人主动选择,小程序,
O004245,E0073,M022,2026-04-30,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O004246,E0177,M007,2025-12-31,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O004247,E0215,M018,2026-04-28,早餐,15,3.3,11.7,老人主动选择,电话订餐,
O004248,E0259,M009,2025-12-24,午餐,12,3.3,8.7,老人主动选择,小程序,
O004249,E0043,M003,2025-12-18,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O004250,E0197,M018,2025-12-04,早餐,12,6.7,5.3,老人主动选择,社区代办,
O004251,E0190,M016,2026-04-11,早餐,10,6.7,3.3,家属代订,小程序,
O004252,E0030,M021,2026-02-15,晚餐,12,12.0,0.0,老人主动选择,小程序,
O004253,E0113,M001,2026-04-10,晚餐,10,10.0,0.0,老人主动选择,小程序,
O004254,E0172,M021,2026-03-30,午餐,15,6.7,8.3,家属代订,电话订餐,
O004255,E0291,M026,2026-05-05,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O004256,E0097,M020,2026-02-28,晚餐,8,6.7,1.3,食堂替换餐品,小程序,
O004257,E0196,M016,2026-03-27,晚餐,12,6.7,5.3,家属代订,小程序,
O004258,E0257,M012,2026-03-20,晚餐,10,10.0,0.0,食堂替换餐品,社区代办,
O004259,E0126,M006,2026-03-31,午餐,15,13.3,1.7,老人主动选择,现场点餐,
O004260,E0032,M028,2026-03-08,晚餐,12,3.3,8.7,食堂替换餐品,社区代办,
O004261,E0284,M021,2025-12-15,午餐,8,6.7,1.3,家属代订,现场点餐,
O004262,E0065,M009,2026-04-15,晚餐,10,3.3,6.7,家属代订,电话订餐,
O004263,E0151,M021,2026-05-25,晚餐,8,3.3,4.7,食堂替换餐品,小程序,
O004264,E0062,M013,2026-01-21,早餐,15,6.7,8.3,家属代订,电话订餐,其他原因
O004265,E0292,M024,2026-01-24,午餐,12,12.0,0.0,食堂替换餐品,小程序,
O004266,E0092,M012,2026-01-06,午餐,12,12.0,0.0,老人主动选择,电话订餐,
O004267,E0022,M013,2026-04-11,晚餐,12,6.7,5.3,家属代订,电话订餐,
O004268,E0298,M018,2026-01-24,晚餐,15,6.7,8.3,老人主动选择,社区代办,
O004269,E0124,M019,2025-12-12,午餐,10,6.7,3.3,老人主动选择,小程序,过于油腻
O004270,E0056,M019,2026-04-26,午餐,10,6.7,3.3,家属代订,小程序,
O004271,E0284,M019,2026-01-06,晚餐,10,6.7,3.3,食堂替换餐品,电话订餐,
O004272,E0102,M006,2025-12-07,午餐,8,3.3,4.7,家属代订,现场点餐,
O004273,E0235,M016,2026-01-24,早餐,15,6.7,8.3,家属代订,社区代办,
O004274,E0153,M007,2025-12-10,午餐,12,12.0,0.0,家属代订,电话订餐,
O004275,E0016,M007,2026-01-06,晚餐,15,6.7,8.3,老人主动选择,小程序,
O004276,E0156,M028,2026-02-13,晚餐,15,13.3,1.7,老人主动选择,小程序,
O004277,E0198,M023,2026-03-24,午餐,15,3.3,11.7,老人主动选择,社区代办,
O004278,E0266,M028,2026-05-16,早餐,12,3.3,8.7,老人主动选择,电话订餐,
O004279,E0229,M019,2026-03-16,午餐,12,6.7,5.3,家属代订,现场点餐,
O004280,E0280,M016,2026-04-30,晚餐,8,6.7,1.3,家属代订,小程序,
O004281,E0052,M017,2026-05-29,午餐,15,6.7,8.3,老人主动选择,小程序,
O004282,E0092,M022,2026-03-20,午餐,10,10.0,0.0,老人主动选择,电话订餐,
O004283,E0158,M019,2025-12-25,早餐,8,8.0,0.0,老人主动选择,现场点餐,
O004284,E0079,M016,2025-12-09,晚餐,12,3.3,8.7,老人主动选择,社区代办,
O004285,E0186,M029,2026-02-04,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O004286,E0164,M016,2025-12-13,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O004287,E0126,M019,2026-05-18,晚餐,10,10.0,0.0,老人主动选择,电话订餐,
O004288,E0270,M015,2026-05-26,晚餐,15,3.3,11.7,食堂替换餐品,现场点餐,
O004289,E0128,M003,2025-12-15,午餐,15,3.3,11.7,老人主动选择,小程序,
O004290,E0269,M015,2026-01-25,午餐,10,10.0,0.0,家属代订,社区代办,
O004291,E0275,M025,2026-05-08,午餐,15,6.7,8.3,家属代订,电话订餐,
O004292,E0228,M028,2026-01-22,早餐,12,3.3,8.7,老人主动选择,社区代办,
O004293,E0025,M016,2025-12-28,早餐,8,3.3,4.7,家属代订,现场点餐,临时外出
O004294,E0050,M020,2026-04-07,午餐,10,6.7,3.3,家属代订,小程序,
O004295,E0057,M005,2026-01-11,早餐,8,3.3,4.7,老人主动选择,小程序,
O004296,E0089,M019,2025-12-29,晚餐,15,3.3,11.7,老人主动选择,小程序,
O004297,E0203,M010,2026-05-04,早餐,15,3.3,11.7,家属代订,小程序,
O004298,E0297,M013,2026-01-13,午餐,12,12.0,0.0,老人主动选择,电话订餐,盐分过高
O004299,E0134,M015,2026-04-12,午餐,12,12.0,0.0,老人主动选择,电话订餐,
O004300,E0023,M012,2026-05-29,午餐,15,3.3,11.7,老人主动选择,电话订餐,
O004301,E0069,M017,2026-03-23,午餐,15,6.7,8.3,老人主动选择,小程序,
O004302,E0226,M015,2026-03-16,晚餐,12,6.7,5.3,家属代订,社区代办,
O004303,E0124,M028,2026-05-30,午餐,12,6.7,5.3,家属代订,电话订餐,
O004304,E0040,M004,2026-05-29,晚餐,10,6.7,3.3,家属代订,现场点餐,
O004305,E0289,M015,2026-01-07,午餐,12,3.3,8.7,老人主动选择,小程序,
O004306,E0143,M017,2026-05-21,早餐,10,3.3,6.7,食堂替换餐品,现场点餐,
O004307,E0123,M027,2026-05-30,午餐,10,10.0,0.0,家属代订,小程序,
O004308,E0206,M011,2026-03-25,午餐,8,3.3,4.7,家属代订,现场点餐,
O004309,E0127,M023,2026-04-09,晚餐,12,3.3,8.7,老人主动选择,现场点餐,
O004310,E0264,M023,2026-03-19,晚餐,10,3.3,6.7,老人主动选择,社区代办,
O004311,E0138,M015,2026-02-22,早餐,8,6.7,1.3,食堂替换餐品,小程序,
O004312,E0124,M020,2026-05-12,早餐,8,6.7,1.3,老人主动选择,小程序,
O004313,E0148,M021,2026-01-15,午餐,12,6.7,5.3,家属代订,现场点餐,
O004314,E0028,M026,2026-03-02,晚餐,12,12.0,0.0,家属代订,小程序,
O004315,E0167,M007,2026-03-15,早餐,8,6.7,1.3,老人主动选择,小程序,
O004316,E0177,M013,2026-02-10,午餐,10,3.3,6.7,家属代订,电话订餐,
O004317,E0124,M022,2026-04-18,午餐,12,6.7,5.3,老人主动选择,小程序,餐品不合口味
O004318,E0168,M013,2025-12-29,午餐,8,6.7,1.3,家属代订,小程序,
O004319,E0291,M020,2026-01-16,午餐,8,3.3,4.7,食堂替换餐品,小程序,
O004320,E0082,M020,2026-03-21,午餐,10,6.7,3.3,食堂替换餐品,小程序,
O004321,E0079,M002,2025-12-14,午餐,15,3.3,11.7,家属代订,电话订餐,
O004322,E0107,M010,2026-03-27,早餐,10,6.7,3.3,老人主动选择,小程序,
O004323,E0018,M018,2025-12-25,早餐,8,3.3,4.7,家属代订,现场点餐,
O004324,E0187,M028,2026-02-20,早餐,10,3.3,6.7,家属代订,社区代办,
O004325,E0094,M020,2026-02-02,午餐,12,12.0,0.0,老人主动选择,小程序,
O004326,E0088,M005,2026-03-02,午餐,8,3.3,4.7,老人主动选择,现场点餐,
O004327,E0073,M020,2025-12-12,午餐,10,3.3,6.7,家属代订,社区代办,
O004328,E0116,M030,2025-12-12,午餐,10,3.3,6.7,老人主动选择,现场点餐,
O004329,E0238,M019,2025-12-30,午餐,10,3.3,6.7,食堂替换餐品,社区代办,
O004330,E0086,M027,2025-12-29,午餐,10,10.0,0.0,老人主动选择,小程序,健康原因退餐
O004331,E0221,M002,2026-04-18,午餐,8,8.0,0.0,老人主动选择,现场点餐,
O004332,E0036,M004,2026-05-30,午餐,10,10.0,0.0,老人主动选择,现场点餐,
O004333,E0180,M030,2026-02-23,早餐,12,6.7,5.3,食堂替换餐品,小程序,
O004334,E0295,M016,2026-02-12,晚餐,15,6.7,8.3,食堂替换餐品,现场点餐,
O004335,E0282,M027,2025-12-02,早餐,15,3.3,11.7,老人主动选择,电话订餐,
O004336,E0065,M021,2026-05-10,晚餐,15,3.3,11.7,家属代订,小程序,
O004337,E0282,M016,2025-12-25,晚餐,12,3.3,8.7,家属代订,小程序,
O004338,E0135,M017,2026-03-31,午餐,15,6.7,8.3,家属代订,现场点餐,
O004339,E0243,M015,2026-01-12,晚餐,8,6.7,1.3,家属代订,现场点餐,
O004340,E0087,M013,2026-04-25,早餐,8,3.3,4.7,老人主动选择,电话订餐,
O004341,E0076,M001,2026-02-12,早餐,12,6.7,5.3,老人主动选择,电话订餐,健康原因退餐
O004342,E0116,M022,2026-01-22,午餐,12,3.3,8.7,老人主动选择,小程序,
O004343,E0055,M005,2026-01-08,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O004344,E0179,M027,2026-03-17,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O004345,E0277,M020,2026-05-11,午餐,12,3.3,8.7,老人主动选择,现场点餐,
O004346,E0299,M001,2026-01-06,早餐,8,8.0,0.0,家属代订,现场点餐,
O004347,E0155,M012,2026-05-18,午餐,8,3.3,4.7,老人主动选择,社区代办,
O004348,E0229,M030,2026-03-07,午餐,10,6.7,3.3,家属代订,现场点餐,
O004349,E0214,M023,2026-01-18,午餐,10,3.3,6.7,家属代订,小程序,
O004350,E0133,M015,2026-04-07,晚餐,15,13.3,1.7,食堂替换餐品,小程序,盐分过高
O004351,E0068,M004,2025-12-10,午餐,12,3.3,8.7,家属代订,小程序,
O004352,E0082,M019,2026-01-09,午餐,8,6.7,1.3,食堂替换餐品,电话订餐,
O004353,E0107,M030,2026-04-25,午餐,15,6.7,8.3,老人主动选择,现场点餐,
O004354,E0265,M016,2026-05-02,晚餐,10,10.0,0.0,家属代订,小程序,
O004355,E0156,M023,2026-03-16,早餐,12,12.0,0.0,老人主动选择,现场点餐,
O004356,E0122,M018,2026-01-10,晚餐,15,3.3,11.7,家属代订,电话订餐,
O004357,E0021,M026,2026-05-13,午餐,12,6.7,5.3,老人主动选择,现场点餐,
O004358,E0064,M017,2025-12-02,午餐,15,6.7,8.3,家属代订,小程序,
O004359,E0129,M011,2026-05-26,晚餐,12,12.0,0.0,老人主动选择,小程序,
O004360,E0196,M020,2026-01-22,晚餐,12,6.7,5.3,老人主动选择,电话订餐,
O004361,E0164,M013,2026-04-26,午餐,8,6.7,1.3,家属代订,现场点餐,
O004362,E0098,M024,2025-12-26,早餐,12,3.3,8.7,食堂替换餐品,现场点餐,
O004363,E0015,M029,2026-01-23,晚餐,10,3.3,6.7,老人主动选择,现场点餐,
O004364,E0291,M022,2026-01-20,午餐,8,3.3,4.7,食堂替换餐品,小程序,
O004365,E0252,M009,2026-05-02,午餐,12,6.7,5.3,老人主动选择,小程序,
O004366,E0143,M017,2026-03-24,早餐,10,3.3,6.7,家属代订,现场点餐,
O004367,E0113,M017,2025-12-17,午餐,10,10.0,0.0,食堂替换餐品,小程序,
O004368,E0033,M027,2026-03-30,晚餐,15,3.3,11.7,老人主动选择,现场点餐,
O004369,E0062,M005,2026-01-15,午餐,8,6.7,1.3,老人主动选择,电话订餐,
O004370,E0163,M022,2026-01-24,晚餐,8,6.7,1.3,老人主动选择,电话订餐,
O004371,E0150,M008,2026-01-19,早餐,15,13.3,1.7,老人主动选择,电话订餐,
O004372,E0241,M003,2026-02-13,早餐,15,3.3,11.7,家属代订,社区代办,
O004373,E0072,M006,2025-12-11,午餐,15,13.3,1.7,家属代订,现场点餐,
O004374,E0150,M003,2026-04-19,晚餐,8,8.0,0.0,食堂替换餐品,现场点餐,
O004375,E0050,M008,2026-05-17,晚餐,10,6.7,3.3,老人主动选择,电话订餐,
O004376,E0232,M012,2026-01-17,晚餐,10,3.3,6.7,老人主动选择,小程序,
O004377,E0115,M027,2026-03-31,早餐,12,6.7,5.3,老人主动选择,社区代办,
O004378,E0056,M027,2026-01-25,晚餐,8,6.7,1.3,食堂替换餐品,小程序,
O004379,E0018,M004,2025-12-30,晚餐,8,3.3,4.7,老人主动选择,电话订餐,
O004380,E0147,M002,2025-12-14,早餐,15,3.3,11.7,食堂替换餐品,小程序,
O004381,E0225,M028,2026-03-24,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O004382,E0134,M025,2026-01-23,午餐,8,8.0,0.0,家属代订,小程序,
O004383,E0081,M010,2025-12-17,午餐,10,6.7,3.3,老人主动选择,现场点餐,
O004384,E0033,M015,2026-05-22,晚餐,8,3.3,4.7,食堂替换餐品,社区代办,
O004385,E0017,M013,2026-04-12,早餐,10,10.0,0.0,家属代订,电话订餐,
O004386,E0055,M024,2026-04-10,午餐,10,6.7,3.3,家属代订,小程序,
O004387,E0020,M015,2025-12-09,午餐,8,6.7,1.3,家属代订,现场点餐,
O004388,E0243,M022,2026-04-01,午餐,10,6.7,3.3,老人主动选择,小程序,
O004389,E0181,M019,2026-03-24,晚餐,15,13.3,1.7,老人主动选择,社区代办,
O004390,E0263,M018,2025-12-20,午餐,10,3.3,6.7,家属代订,小程序,
O004391,E0278,M013,2026-02-21,午餐,8,6.7,1.3,老人主动选择,小程序,
O004392,E0068,M020,2025-12-21,晚餐,15,3.3,11.7,家属代订,现场点餐,
O004393,E0147,M020,2026-01-02,晚餐,15,3.3,11.7,家属代订,现场点餐,
O004394,E0253,M001,2026-04-12,午餐,8,3.3,4.7,老人主动选择,电话订餐,
O004395,E0017,M025,2026-05-01,午餐,12,12.0,0.0,家属代订,小程序,
O004396,E0280,M016,2025-12-26,午餐,10,6.7,3.3,家属代订,小程序,
O004397,E0167,M026,2026-03-18,晚餐,10,6.7,3.3,家属代订,小程序,
O004398,E0119,M008,2026-02-27,晚餐,12,3.3,8.7,家属代订,小程序,
O004399,E0253,M023,2026-03-02,午餐,15,3.3,11.7,老人主动选择,现场点餐,
O004400,E0075,M006,2026-01-02,午餐,12,12.0,0.0,食堂替换餐品,小程序,
O004401,E0181,M003,2025-12-18,早餐,8,8.0,0.0,老人主动选择,电话订餐,
O004402,E0186,M020,2025-12-18,早餐,12,3.3,8.7,食堂替换餐品,现场点餐,
O004403,E0022,M016,2026-05-15,午餐,15,6.7,8.3,老人主动选择,小程序,
O004404,E0252,M002,2026-01-02,午餐,8,6.7,1.3,老人主动选择,现场点餐,
O004405,E0059,M023,2025-12-27,早餐,8,3.3,4.7,家属代订,现场点餐,
O004406,E0066,M002,2026-01-18,晚餐,8,6.7,1.3,老人主动选择,小程序,
